ss start end thetaxN
ss21 10800000 10900000 6.240115659080843e-4
ss21 10900000 11000000 2.8770950409206305e-4
ss21 11000000 11100000 1.5364083176328376e-4
ss21 11100000 11200000 3.214825664906109e-4
ss21 11200000 11300000 2.901516255927966e-4
ss21 11300000 11400000 3.9694998441438254e-4
ss21 11400000 11500000 4.2906383139531623e-4
ss21 11500000 11600000 4.6003333463415295e-4
ss21 11600000 11700000 3.1495042235207317e-4
ss21 11700000 11800000 6.883883317172746e-4
ss21 11800000 11900000 5.406977405064316e-4
ss21 11900000 12000000 4.121788948648617e-4
ss21 12000000 12100000 0.0013211782825663263
ss21 12100000 12200000 1.9309511435700318e-4
ss21 12200000 12300000 2.975703471908668e-4
ss21 12300000 12400000 2.645625296778843e-4
ss21 12400000 12500000 3.3453406661982683e-4
ss21 12500000 12600000 3.3541555526235713e-4
ss21 12600000 12700000 1.7267207571682053e-4
ss21 12700000 12800000 2.1871402360086918e-4
ss21 12800000 12900000 2.744429008346207e-4
ss21 12900000 13000000 5.079173071932918e-4
ss21 13000000 13100000 4.134282216522292e-4
ss21 13100000 13200000 3.162995769099469e-4
ss21 13200000 13300000 2.8047384310059335e-4
ss21 13300000 13400000 2.475444574179717e-4
ss21 13400000 13500000 2.623026729086559e-4
ss21 13500000 13600000 4.1227053612016205e-4
ss21 13600000 13700000 1.9658542374850052e-4
ss21 13700000 13800000 1.2683658146523714e-4
ss21 13800000 13900000 1.5300195348962644e-4
ss21 13900000 14000000 1.907595785110497e-4
ss21 14000000 14100000 6.920797225037176e-4
ss21 14100000 14200000 4.3335213249308917e-4
ss21 14200000 14300000 9.93409656987417e-4
ss21 14300000 14400000 0.001085283491525162
ss21 14400000 14500000 8.44401760751383e-4
ss21 14500000 14600000 0.0010128191966679951
ss21 14600000 14700000 0.00117027681948602
ss21 14700000 14800000 0.0011852248386726395
ss21 14800000 14900000 5.988327046359573e-4
ss21 14900000 15000000 4.7559738965703333e-4
ss21 15000000 15100000 1.410495941536643e-4
ss21 15100000 15200000 2.199546779032713e-4
ss21 15200000 15300000 4.3360719677541863e-4
ss21 15300000 15400000 9.156445946045705e-4
ss21 15400000 15500000 0.0013872516436550582
ss21 15500000 15600000 0.0017109546076159562
ss21 15600000 15700000 0.0013725302554713202
ss21 15700000 15800000 0.0020890950452742483
ss21 15800000 15900000 0.0018800001152414231
ss21 15900000 16000000 0.00284026735474272
ss21 16000000 16100000 0.0017931134104132895
ss21 16100000 16200000 6.462708813133626e-4
ss21 16200000 16300000 6.948537562827183e-4
ss21 16300000 16400000 0.0011197508810508717
ss21 16400000 16500000 7.729416446007976e-4
ss21 16500000 16600000 9.82370921476214e-4
ss21 16600000 16700000 0.002175708368668584
ss21 16700000 16800000 0.0025388428322975116
ss21 16800000 16900000 0.002723246024133113
ss21 16900000 17000000 8.492316289571158e-4
ss21 17000000 17100000 7.108341803674502e-4
ss21 17100000 17200000 0.0011691871649508333
ss21 17200000 17300000 0.0015069346185365977
ss21 17300000 17400000 0.0018580420309669042
ss21 17400000 17500000 0.0029790520608528157
ss21 17500000 17600000 0.0026348990835555874
ss21 17600000 17700000 0.004101141662212634
ss21 17700000 17800000 0.0016252870115291112
ss21 17800000 17900000 0.003710241032202673
ss21 17900000 18000000 0.0028542294361156902
ss21 18000000 18100000 0.002669662765603452
ss21 18100000 18200000 0.0017611061185196703
ss21 18200000 18300000 0.0019174373344417771
ss21 18300000 18400000 0.0020711996500749675
ss21 18400000 18500000 0.0018854799196668958
ss21 18500000 18600000 0.0033394908843146624
ss21 18600000 18700000 0.0020677545484555355
ss21 18700000 18800000 0.0016861856841981656
ss21 18800000 18900000 0.0017716191401712174
ss21 18900000 19000000 0.0019036017352722374
ss21 19000000 19100000 0.001939695737699686
ss21 19100000 19200000 9.509578860689089e-4
ss21 19200000 19300000 0.0011577140712939625
ss21 19300000 19400000 0.0010706575374577142
ss21 19400000 19500000 0.0012118320042803859
ss21 19500000 19600000 0.0016236100666791665
ss21 19600000 19700000 0.0013253083491339107
ss21 19700000 19800000 0.0013960240695265276
ss21 19800000 19900000 0.0010886228485750525
ss21 19900000 20000000 0.0014217151673820141
ss21 20000000 20100000 0.0020973606163193757
ss21 20100000 20200000 0.001772319078446567
ss21 20200000 20300000 0.002764916646112082
ss21 20300000 20400000 0.0020757887880538746
ss21 20400000 20500000 0.0024922084401188794
ss21 20500000 20600000 0.004493811203145613
ss21 20600000 20700000 0.0034138334401490923
ss21 20700000 20800000 0.0032572132485000883
ss21 20800000 20900000 0.0032366834507318843
ss21 20900000 21000000 0.00301096957960022
ss21 21000000 21100000 0.003235908582787681
ss21 21100000 21200000 0.005973201159574466
ss21 21200000 21300000 0.004907960792359667
ss21 21300000 21400000 0.0029944682726683065
ss21 21400000 21500000 0.004453407141111203
ss21 21500000 21600000 0.0038104944500546925
ss21 21600000 21700000 0.002405045424625242
ss21 21700000 21800000 0.004078627591701333
ss21 21800000 21900000 0.0033930326020197893
ss21 21900000 22000000 0.005696975746889078
ss21 22000000 22100000 0.0051730352781632245
ss21 22100000 22200000 0.0031558675882357523
ss21 22200000 22300000 0.0016657716803306739
ss21 22300000 22400000 0.0021940988429757368
ss21 22400000 22500000 0.0010509520525525688
ss21 22500000 22600000 0.001510625174661996
ss21 22600000 22700000 5.597150362711243e-4
ss21 22700000 22800000 2.2335785721392304e-4
ss21 22800000 22900000 5.39710247670884e-4
ss21 22900000 23000000 2.0220168416525112e-4
ss21 23000000 23061405 1.3835905308081062e-4
