ss start end thetaxN
ss21 700000 710000 1.3072121032112023e-4
ss21 710000 720000 6.968851457499409e-5
ss21 720000 730000 1.6721280171597271e-4
ss21 730000 740000 5.0002343528971627e-5
ss21 740000 750000 6.551123591049335e-5
ss21 750000 760000 1.236440667025381e-4
ss21 760000 770000 6.953371833371655e-5
ss21 770000 780000 9.185996319000966e-5
ss21 780000 790000 1.292973427286445e-4
ss21 790000 800000 5.094054365255204e-5
ss21 800000 810000 1.6019170622247076e-4
ss21 810000 820000 1.7447168585492279e-4
ss21 820000 830000 6.010541423148734e-5
ss21 830000 840000 1.4425687690581315e-4
ss21 840000 850000 8.222051514165364e-5
ss21 850000 860000 1.4949096380565866e-4
ss21 860000 870000 9.773261552592593e-5
ss21 870000 880000 6.715808477215002e-5
ss21 880000 890000 9.940862073274356e-5
ss21 890000 900000 9.503902790397923e-5
ss21 900000 910000 1.715861404472325e-4
ss21 910000 920000 7.740399142959084e-5
ss21 920000 930000 1.1826910062195115e-4
ss21 930000 940000 1.448071818131876e-4
ss21 940000 950000 2.2348461188359268e-4
ss21 950000 960000 1.0357376030228538e-4
ss21 960000 970000 5.9598338588130766e-5
ss21 970000 980000 1.799543132106044e-4
ss21 980000 990000 8.99667602421836e-5
ss21 990000 1000000 1.5756300142034853e-4
ss21 1000000 1010000 1.2443122985430114e-4
ss21 1010000 1020000 1.2538009023890288e-4
ss21 1020000 1030000 1.0008570092000308e-4
ss21 1030000 1040000 1.9748889403780337e-4
ss21 1040000 1050000 1.4654353937063183e-4
ss21 1050000 1060000 1.9749738077828118e-4
ss21 1060000 1070000 2.1389527968777345e-4
ss21 1070000 1080000 1.5203891555281253e-4
ss21 1080000 1090000 1.5727102532912888e-4
ss21 1090000 1100000 1.170718571128539e-4
ss21 1100000 1110000 1.015329123010562e-4
ss21 1110000 1120000 1.5632772049989997e-4
ss21 1120000 1130000 1.6402496772891943e-4
ss21 1130000 1140000 1.3955621723634357e-4
ss21 1140000 1150000 1.9632752375855185e-4
ss21 1150000 1160000 3.7215501414124063e-4
ss21 1160000 1170000 1.0605281479616199e-4
ss21 1170000 1180000 9.785468168449648e-5
ss21 1180000 1190000 7.581952136679418e-5
ss21 1190000 1200000 7.361178320966639e-5
ss21 1200000 1210000 1.066514842042404e-4
ss21 1210000 1220000 7.321571130504813e-5
ss21 1220000 1230000 1.1658290415884666e-4
ss21 1230000 1240000 1.979518144588871e-4
ss21 1240000 1250000 1.511437186707557e-4
ss21 1250000 1260000 7.707252206040491e-5
ss21 1260000 1270000 1.0327710024159098e-4
ss21 1270000 1280000 9.653611323481971e-5
ss21 1280000 1290000 1.8982520310501668e-4
ss21 1290000 1300000 1.9522970708802151e-4
ss21 1300000 1310000 1.032807700126677e-4
ss21 1310000 1320000 1.3284948269642177e-4
ss21 1320000 1330000 1.0796008767607842e-4
ss21 1330000 1340000 1.394068205605733e-4
ss21 1340000 1350000 1.0575076355245192e-4
ss21 1350000 1360000 1.2340739452069787e-4
ss21 1360000 1370000 1.1130305709073543e-4
ss21 1370000 1380000 1.477404637763201e-4
ss21 1380000 1390000 1.9119533969624521e-4
ss21 1390000 1400000 1.1783560950667232e-4
ss21 1400000 1410000 1.2305424661064832e-4
ss21 1410000 1420000 1.181498487085279e-5
ss21 1420000 1430000 1.1699646401063273e-5
ss21 1430000 1440000 8.310215620615426e-5
ss21 1440000 1450000 1.682029621433728e-4
ss21 1450000 1460000 7.945968910334201e-5
ss21 1460000 1470000 1.2732355129800604e-4
ss21 1470000 1480000 1.4260669053640134e-4
ss21 1480000 1490000 1.1906983444183953e-4
ss21 1490000 1500000 9.023303073121097e-5
ss21 1500000 1510000 5.166161727978128e-5
ss21 1510000 1520000 1.645521977523912e-4
ss21 1520000 1530000 1.0861714411543764e-4
ss21 1530000 1540000 5.110727622942152e-5
ss21 1540000 1550000 6.659273717321054e-5
ss21 1550000 1560000 4.058322960818969e-5
ss21 1560000 1570000 4.092879840441081e-5
ss21 1570000 1580000 7.409950678117938e-5
ss21 1580000 1590000 2.840038508807377e-5
ss21 1590000 1600000 4.755166897006241e-5
ss21 1600000 1610000 3.5158031646245464e-5
ss21 1610000 1620000 1.06291347748189e-4
ss21 1620000 1630000 1.4383210814512248e-4
ss21 1630000 1640000 6.778573248772164e-5
ss21 1640000 1650000 8.866250852283343e-5
ss21 1650000 1660000 7.406585510069624e-5
ss21 1660000 1670000 4.449633839461525e-5
ss21 1670000 1680000 8.47787156085598e-5
ss21 1680000 1690000 6.912596470005152e-5
ss21 1690000 1700000 9.218623495170946e-5
ss21 1700000 1710000 1.001831559314295e-4
ss21 1710000 1720000 1.5338787730463963e-4
ss21 1720000 1730000 2.5140190079356203e-4
ss21 1730000 1740000 2.1207331834535988e-4
ss21 1740000 1750000 2.1185154171979377e-4
ss21 1750000 1760000 2.0708684793901475e-4
ss21 1760000 1770000 1.9828524682442242e-4
ss21 1770000 1780000 1.2348425020807408e-4
ss21 1780000 1790000 1.2795971655391673e-4
ss21 1790000 1800000 1.9895078148386472e-4
ss21 1800000 1810000 1.2142646202603557e-4
ss21 1810000 1820000 2.2720176095833252e-4
ss21 1820000 1830000 3.694363383130559e-4
ss21 1830000 1840000 2.2062541117120332e-4
ss21 1840000 1850000 1.5189025392459425e-4
ss21 1850000 1860000 2.0168829471173039e-4
ss21 1860000 1870000 2.1332319647006642e-4
ss21 1870000 1880000 1.452866548968041e-4
ss21 1880000 1890000 2.905824175011532e-4
ss21 1890000 1900000 1.518694295851498e-4
ss21 1900000 1910000 1.1026092637365799e-4
ss21 1910000 1920000 5.7583320460062194e-5
ss21 1920000 1930000 2.470502756122084e-4
ss21 1930000 1940000 1.616832097174837e-4
ss21 1940000 1950000 1.204039850653198e-4
ss21 1950000 1960000 2.4656945672224355e-4
ss21 1960000 1970000 1.7276073165439475e-4
ss21 1970000 1980000 1.0264688828223758e-4
ss21 1980000 1990000 7.573401775195921e-5
ss21 1990000 2000000 3.8148724557681615e-5
ss21 2000000 2010000 4.903584340355828e-5
ss21 2010000 2020000 6.674886963757143e-5
ss21 2020000 2030000 5.917897991728285e-5
ss21 2030000 2040000 7.520953612714091e-5
ss21 2040000 2050000 9.122017393776581e-5
ss21 2050000 2060000 9.140029535246635e-5
ss21 2060000 2070000 7.65629275773928e-5
ss21 2070000 2080000 1.6394128703268313e-4
ss21 2080000 2090000 1.2435632733618775e-4
ss21 2090000 2100000 7.804951370469214e-5
ss21 2100000 2110000 8.063670261904014e-5
ss21 2110000 2120000 1.1622582435890126e-4
ss21 2120000 2130000 8.09817324954397e-5
ss21 2130000 2140000 9.388234187879113e-5
ss21 2140000 2150000 1.3491521905863868e-4
ss21 2150000 2160000 9.18614985886165e-5
ss21 2160000 2170000 8.683212013200612e-5
ss21 2170000 2180000 8.523826248110719e-5
ss21 2180000 2190000 1.3203192986566598e-4
ss21 2190000 2200000 1.1183653698582314e-4
ss21 2200000 2210000 2.3773415672172183e-4
ss21 2210000 2220000 1.1486601009299196e-4
ss21 2220000 2230000 1.957847351633877e-4
ss21 2230000 2240000 2.3190993904942462e-4
ss21 2240000 2250000 1.2551513747044606e-4
ss21 2250000 2260000 1.2409133326025452e-4
ss21 2260000 2270000 1.1750799255085979e-4
ss21 2270000 2280000 6.504235354339293e-5
ss21 2280000 2290000 5.4382327923716056e-5
ss21 2290000 2300000 5.371930652577176e-5
ss21 2300000 2310000 4.4047666333330716e-5
ss21 2310000 2320000 4.154659076374965e-5
ss21 2320000 2330000 5.872463284604279e-5
ss21 2330000 2340000 7.439050345621359e-5
ss21 2340000 2350000 9.226766977415316e-5
ss21 2350000 2360000 9.904877782420865e-5
ss21 2360000 2370000 1.062069684226752e-4
ss21 2370000 2380000 9.887386496496727e-5
ss21 2380000 2390000 3.644194595110685e-5
ss21 2390000 2400000 4.553660651439573e-5
ss21 2400000 2410000 1.077263010744116e-4
ss21 2410000 2420000 7.252786330387136e-5
ss21 2420000 2430000 1.061666742207314e-4
ss21 2430000 2440000 8.038768540691922e-5
ss21 2440000 2450000 4.88278263984481e-5
ss21 2450000 2460000 1.0340072253522065e-4
ss21 2460000 2470000 1.311726053248883e-4
ss21 2470000 2480000 7.650448063943068e-5
ss21 2480000 2490000 5.938694552784775e-5
ss21 2490000 2500000 5.582790537887097e-5
ss21 2500000 2510000 1.9831962767961772e-4
ss21 2510000 2520000 1.3919971929229733e-4
ss21 2520000 2530000 6.203433039048653e-5
ss21 2530000 2540000 9.286694617908898e-5
ss21 2540000 2550000 1.3646581862146646e-4
ss21 2550000 2560000 8.75187732719481e-5
ss21 2560000 2570000 1.728449786121966e-4
ss21 2570000 2580000 7.737059611599265e-5
ss21 2580000 2590000 8.398100459811008e-5
ss21 2590000 2600000 1.0864782809150798e-4
ss21 2600000 2610000 1.377445310449206e-4
ss21 2610000 2620000 1.4789211889482018e-4
ss21 2620000 2630000 9.001313704549022e-5
ss21 2630000 2640000 7.2482256237163e-5
ss21 2640000 2650000 6.528014312908978e-5
ss21 2650000 2660000 5.9196596259699466e-5
ss21 2660000 2670000 5.95253613762184e-5
ss21 2670000 2680000 1.0747426163768323e-4
ss21 2680000 2690000 1.1014904956793972e-4
ss21 2690000 2700000 8.422367300108403e-5
ss21 2700000 2710000 1.0760689436343039e-4
ss21 2710000 2720000 2.0546345104698182e-4
ss21 2720000 2730000 1.307833665734995e-4
ss21 2730000 2740000 1.6578773551781644e-4
ss21 2740000 2750000 7.215537783656889e-5
ss21 2750000 2760000 7.055077411906653e-5
ss21 2760000 2770000 4.0277028937768246e-5
ss21 2770000 2780000 8.66759696717883e-5
ss21 2780000 2790000 1.237509288828496e-4
ss21 2790000 2800000 6.634118025593077e-5
ss21 2800000 2810000 3.0458533586886856e-5
ss21 2810000 2820000 3.554756145383886e-5
ss21 2820000 2830000 8.903635497102591e-5
ss21 2830000 2840000 2.386745043594344e-5
ss21 2840000 2850000 3.780696952057881e-5
ss21 2850000 2860000 4.492967221360899e-5
ss21 2860000 2870000 6.774012322744816e-5
ss21 2870000 2880000 2.6597063657854795e-5
ss21 2880000 2890000 5.4780136208647355e-5
ss21 2890000 2900000 5.288712886911197e-5
ss21 2900000 2910000 2.325912047152156e-5
ss21 2910000 2920000 2.671904834214942e-5
ss21 2920000 2930000 4.3026683328950015e-5
ss21 2930000 2940000 5.425473202982791e-5
ss21 2940000 2950000 3.414317260625124e-5
ss21 2950000 2960000 3.3185372439794284e-5
ss21 2960000 2970000 2.5223762569280727e-5
ss21 2970000 2980000 3.5564328919543756e-5
ss21 2980000 2990000 2.0856441592320505e-5
ss21 2990000 3000000 1.2238655859792835e-5
ss21 3000000 3010000 1.2238655859792835e-5
ss21 3010000 3020000 1.2537093437675598e-5
ss21 3020000 3030000 1.2969309701480887e-5
ss21 3030000 3040000 1.8051333783726963e-5
ss21 3040000 3050000 1.8622142463435243e-5
ss21 3050000 3060000 3.6554481253849505e-5
ss21 3060000 3070000 5.013898262287741e-5
ss21 3070000 3080000 1.913112289952379e-5
ss21 3080000 3090000 2.0997650295231708e-5
ss21 3090000 3100000 1.6209968079909923e-5
ss21 3100000 3110000 1.65830183268658e-5
ss21 3110000 3120000 1.8062913523384502e-5
ss21 3120000 3130000 1.7927011349631602e-5
ss21 3130000 3140000 2.273837876376514e-5
ss21 3140000 3150000 2.55786838267621e-5
ss21 3150000 3160000 2.0471389872153378e-5
ss21 3160000 3170000 2.5119198611651005e-5
ss21 3170000 3180000 3.0514447783452116e-5
ss21 3180000 3190000 1.8853284153914896e-5
ss21 3190000 3200000 2.152910515456237e-5
ss21 3200000 3210000 1.4528689365634843e-5
ss21 3210000 3220000 1.6997129105703003e-5
ss21 3220000 3230000 9.410176554333807e-6
ss21 3230000 3240000 1.201863790798121e-5
ss21 3240000 3250000 5.566168263145363e-5
ss21 3250000 3260000 4.189540954612845e-5
ss21 3260000 3270000 5.953625765333813e-5
ss21 3270000 3280000 4.5227553643310565e-5
ss21 3280000 3290000 4.832716808091652e-5
ss21 3290000 3300000 9.834878961786561e-5
ss21 3300000 3310000 7.07691242798055e-5
ss21 3310000 3320000 8.841922098488055e-5
ss21 3320000 3330000 1.0854506543018778e-4
ss21 3330000 3340000 4.80056106625015e-5
ss21 3340000 3350000 3.821954397651131e-5
ss21 3350000 3360000 5.231270810778043e-5
ss21 3360000 3370000 4.254128037181519e-5
ss21 3370000 3380000 5.8539391300547726e-5
ss21 3380000 3390000 5.455427055910822e-5
ss21 3390000 3400000 1.1441018080663969e-4
ss21 3400000 3410000 1.0540595312313779e-4
ss21 3410000 3420000 1.0593492524152141e-4
ss21 3420000 3430000 1.4138984417085367e-4
ss21 3430000 3440000 1.1445582258180511e-4
ss21 3440000 3450000 9.572510309990781e-5
ss21 3450000 3460000 8.669229346091153e-5
ss21 3460000 3470000 1.4754171158203375e-4
ss21 3470000 3480000 9.792897544661775e-5
ss21 3480000 3490000 8.239204936181922e-5
ss21 3490000 3500000 7.712451542453811e-5
ss21 3500000 3510000 7.505196103737789e-5
ss21 3510000 3520000 9.623654959757836e-5
ss21 3520000 3530000 7.95304984022242e-5
ss21 3530000 3540000 8.512898864096486e-5
ss21 3540000 3550000 1.260903648174964e-4
ss21 3550000 3560000 1.1322726676310425e-4
ss21 3560000 3570000 9.043070209569804e-5
ss21 3570000 3580000 5.7014232714281256e-5
ss21 3580000 3590000 8.970913193685869e-5
ss21 3590000 3600000 4.7345416999325933e-5
ss21 3600000 3610000 6.523528384424358e-5
ss21 3610000 3620000 7.664438498188946e-5
ss21 3620000 3630000 6.220140782711483e-5
ss21 3630000 3640000 8.035520819113398e-5
ss21 3640000 3650000 9.064958733933435e-5
ss21 3650000 3660000 6.41186873098133e-5
ss21 3660000 3670000 3.682714396869268e-5
ss21 3670000 3680000 9.010246328883309e-5
ss21 3680000 3690000 9.70311899709278e-5
ss21 3690000 3700000 3.5003170138467046e-5
ss21 3700000 3710000 4.6141761188762064e-5
ss21 3710000 3720000 3.376955611935826e-5
ss21 3720000 3730000 2.9046509725977572e-5
ss21 3730000 3740000 3.634907477157827e-5
ss21 3740000 3750000 5.10432621876666e-5
ss21 3750000 3760000 8.516750260456844e-5
ss21 3760000 3770000 5.7529746288470025e-5
ss21 3770000 3780000 6.0046455162625554e-5
ss21 3780000 3790000 3.6113193747443746e-5
ss21 3790000 3800000 2.747138834068056e-5
ss21 3800000 3810000 3.43088610943531e-5
ss21 3810000 3820000 5.296243616835401e-5
ss21 3820000 3830000 5.028753392589105e-5
ss21 3830000 3840000 3.43599267038099e-5
ss21 3840000 3850000 1.3187845443400281e-5
ss21 3850000 3860000 3.125335164729124e-5
ss21 3860000 3870000 4.263807983544967e-5
ss21 3870000 3880000 7.016974295194073e-5
ss21 3880000 3890000 2.5167209036037647e-5
ss21 3890000 3900000 2.8558293618337936e-5
ss21 3900000 3910000 3.178479314487122e-5
ss21 3910000 3920000 2.9920958510047847e-5
ss21 3920000 3930000 3.9601106530469554e-5
ss21 3930000 3940000 2.1164358706418395e-5
ss21 3940000 3950000 1.3660852930848889e-5
ss21 3950000 3960000 2.949584349464293e-5
ss21 3960000 3970000 3.0789519118237816e-5
ss21 3970000 3980000 3.185133314465637e-5
ss21 3980000 3990000 3.3268749843581345e-5
ss21 3990000 4000000 2.432366064288775e-5
ss21 4000000 4010000 1.994151218480977e-5
ss21 4010000 4020000 2.5833872540420187e-5
ss21 4020000 4030000 4.2051661404802517e-5
ss21 4030000 4040000 3.750194299433962e-5
ss21 4040000 4050000 2.9376915238869113e-5
ss21 4050000 4060000 2.2885174868572278e-5
ss21 4060000 4070000 3.319348007086531e-5
ss21 4070000 4080000 3.2712387432849625e-5
ss21 4080000 4090000 3.6449250968818525e-5
ss21 4090000 4100000 6.783554092731785e-5
ss21 4100000 4110000 2.9779967052958542e-5
ss21 4110000 4120000 1.9502338911149935e-5
ss21 4120000 4130000 1.675952926149722e-5
ss21 4130000 4140000 1.6430830964998766e-5
ss21 4140000 4150000 2.4277392162504674e-5
ss21 4150000 4160000 4.57860964145441e-5
ss21 4160000 4170000 2.1192530559346382e-5
ss21 4170000 4180000 2.4568628635740935e-5
ss21 4180000 4190000 2.7500832553426354e-5
ss21 4190000 4200000 9.552943713798262e-5
ss21 4200000 4210000 6.877021636397252e-5
ss21 4210000 4220000 5.248992194745662e-5
ss21 4220000 4230000 1.7858949764332835e-5
ss21 4230000 4240000 1.1399384979685106e-5
ss21 4240000 4250000 1.1992371637538075e-5
ss21 4250000 4260000 2.6588968832652796e-5
ss21 4260000 4270000 3.6273977678010574e-5
ss21 4270000 4280000 3.2883555943455954e-5
ss21 4280000 4290000 7.1354651275512e-5
ss21 4290000 4300000 4.53414762261818e-5
ss21 4300000 4310000 2.086698365716488e-5
ss21 4310000 4320000 2.1682840508090506e-5
ss21 4320000 4330000 4.19966632101083e-5
ss21 4330000 4340000 6.115573322834973e-5
ss21 4340000 4350000 5.1249399067517343e-5
ss21 4350000 4360000 4.961407672160533e-5
ss21 4360000 4370000 7.1316602774311455e-05
ss21 4370000 4380000 3.6246700721732996e-5
ss21 4380000 4390000 4.992950937654387e-5
ss21 4390000 4400000 2.4425756065999925e-5
ss21 4400000 4410000 1.2615812291689998e-5
ss21 4410000 4420000 3.089425863920556e-5
ss21 4420000 4430000 3.698431291896495e-5
ss21 4430000 4440000 3.655146986829077e-5
ss21 4440000 4450000 2.612547975015546e-5
ss21 4450000 4460000 5.1071667446101696e-5
ss21 4460000 4470000 2.9244668357848195e-5
ss21 4470000 4480000 3.2213562086804874e-5
ss21 4480000 4490000 3.466607549991622e-5
ss21 4490000 4500000 2.4786345707408717e-5
ss21 4500000 4510000 3.1061715302512405e-5
ss21 4510000 4520000 1.9469152594323095e-5
ss21 4520000 4530000 4.102629435500572e-5
ss21 4530000 4540000 2.607533528012183e-5
ss21 4540000 4550000 3.018188068801935e-5
ss21 4550000 4560000 2.887991198388946e-5
ss21 4560000 4570000 2.046719769575775e-5
ss21 4570000 4580000 2.296557692393501e-5
ss21 4580000 4590000 3.332745413114746e-5
ss21 4590000 4600000 2.2888242271758368e-5
ss21 4600000 4610000 3.473770799369925e-5
ss21 4610000 4620000 2.742387800689245e-5
ss21 4620000 4630000 2.1922770502207787e-5
ss21 4630000 4640000 1.0110411632518518e-5
ss21 4640000 4650000 1.2682784851165639e-5
ss21 4650000 4660000 1.29069253759123e-4
ss21 4660000 4670000 5.348766216132287e-5
ss21 4670000 4680000 1.0262325530278619e-4
ss21 4680000 4690000 1.1940041079787635e-4
ss21 4690000 4700000 6.733822605153064e-5
ss21 4700000 4710000 6.38994834976414e-5
ss21 4710000 4720000 5.91343754192982e-5
ss21 4720000 4730000 9.952252901496209e-5
ss21 4730000 4740000 8.359384484370271e-5
ss21 4740000 4750000 9.46281127711312e-5
ss21 4750000 4760000 8.351934234184451e-5
ss21 4760000 4770000 4.869271682928517e-5
ss21 4770000 4780000 4.948140458775587e-5
ss21 4780000 4790000 9.646704456011063e-5
ss21 4790000 4800000 1.1374816971322333e-4
ss21 4800000 4810000 4.870005001095921e-5
ss21 4810000 4820000 6.388608244914627e-5
ss21 4820000 4830000 1.3620321199785948e-4
ss21 4830000 4840000 1.0280165133792546e-4
ss21 4840000 4850000 7.564106727648477e-5
ss21 4850000 4860000 5.756150464522026e-5
ss21 4860000 4870000 6.107298918969005e-5
ss21 4870000 4880000 1.2305904330935083e-4
ss21 4880000 4890000 1.404705982251068e-4
ss21 4890000 4900000 2.0936510298544982e-4
ss21 4900000 4910000 2.1352107043661766e-4
ss21 4910000 4920000 2.5463289543585337e-4
ss21 4920000 4930000 1.4195666685098285e-4
ss21 4930000 4940000 1.4116697242341048e-4
ss21 4940000 4950000 1.3805017935899353e-4
ss21 4950000 4960000 1.576042574044494e-4
ss21 4960000 4970000 1.3770724441356484e-4
ss21 4970000 4980000 2.0510218758513083e-4
ss21 4980000 4990000 6.156887021972563e-5
ss21 4990000 5000000 1.537813769952952e-4
ss21 5000000 5010000 1.3352728083556074e-4
ss21 5010000 5020000 1.9357288652432564e-4
ss21 5020000 5030000 1.0995432291193094e-4
ss21 5030000 5040000 1.9107223023629845e-4
ss21 5040000 5050000 5.945725523751038e-5
ss21 5050000 5060000 6.963621700688864e-5
ss21 5060000 5070000 1.1454741917630131e-4
ss21 5070000 5080000 7.815690739380192e-5
ss21 5080000 5090000 1.7329048789579434e-4
ss21 5090000 5100000 9.925822613192183e-5
ss21 5100000 5110000 4.6761341101290735e-5
ss21 5110000 5120000 4.3959178596289894e-5
ss21 5120000 5130000 5.8137394607035717e-5
ss21 5130000 5140000 6.372131451332108e-5
ss21 5140000 5150000 2.276314304504608e-4
ss21 5150000 5160000 3.4835818259576224e-4
ss21 5160000 5170000 1.2423047331104346e-4
ss21 5170000 5180000 6.672682265378808e-5
ss21 5180000 5190000 8.672182094638238e-5
ss21 5190000 5200000 1.3588376255654436e-4
ss21 5200000 5210000 1.3424117315982193e-4
ss21 5210000 5220000 5.6426604863754174e-5
ss21 5220000 5230000 1.0207968132487573e-4
ss21 5230000 5240000 2.1309984124055257e-4
ss21 5240000 5250000 1.4515146438498895e-4
ss21 5250000 5260000 1.522606617758613e-4
ss21 5260000 5270000 1.0884280213413103e-4
ss21 5270000 5280000 6.145703436167936e-5
ss21 5280000 5290000 9.760299960160611e-5
ss21 5290000 5300000 1.1086876844681349e-4
ss21 5300000 5310000 9.489927624799426e-5
ss21 5310000 5320000 6.99710205384175e-5
ss21 5320000 5330000 9.288842817099257e-5
ss21 5330000 5340000 8.74045127399183e-5
ss21 5340000 5350000 1.7990959320870816e-4
ss21 5350000 5360000 8.238365292773517e-5
ss21 5360000 5370000 7.783058135715223e-5
ss21 5370000 5380000 7.76018857891291e-5
ss21 5380000 5390000 1.1895005787449805e-4
ss21 5390000 5400000 1.0542246694653131e-4
ss21 5400000 5410000 8.228701384076072e-5
ss21 5410000 5420000 1.2299871400105867e-4
ss21 5420000 5430000 1.2295213287408512e-4
ss21 5430000 5440000 1.2117595913025375e-4
ss21 5440000 5450000 1.252128669084111e-4
ss21 5450000 5460000 2.2357111092702176e-4
ss21 5460000 5470000 1.731116313138031e-4
ss21 5470000 5480000 1.1931249704969737e-4
ss21 5480000 5490000 5.061511934085319e-5
ss21 5490000 5500000 4.577753109636748e-5
ss21 5500000 5510000 6.033341331645319e-5
ss21 5510000 5520000 2.569846345223469e-5
ss21 5520000 5530000 3.7166874013190275e-5
ss21 5530000 5540000 2.231540871022086e-5
ss21 5540000 5550000 2.6973498488668628e-5
ss21 5550000 5560000 4.2260693033686576e-5
ss21 5560000 5570000 3.429827177756993e-5
ss21 5570000 5580000 3.289506505025157e-5
ss21 5580000 5590000 2.0709165757591024e-5
ss21 5590000 5600000 3.887399461212958e-5
ss21 5600000 5610000 1.1676890525616665e-4
ss21 5610000 5620000 9.912325633111785e-5
ss21 5620000 5630000 5.598912080390914e-5
ss21 5630000 5640000 1.1141072078742513e-4
ss21 5640000 5650000 1.51393244599577e-4
ss21 5650000 5660000 7.936918648960413e-5
ss21 5660000 5670000 5.230563148268829e-5
ss21 5670000 5680000 1.1203105551484383e-4
ss21 5680000 5690000 7.53116254203597e-5
ss21 5690000 5700000 6.356985022045508e-5
ss21 5700000 5710000 7.83086739212106e-5
ss21 5710000 5720000 7.355303410040661e-5
ss21 5720000 5730000 5.6993312558685397e-5
ss21 5730000 5740000 5.519716885739635e-5
ss21 5740000 5750000 5.512644486819323e-5
ss21 5750000 5760000 6.0302841063735455e-5
ss21 5760000 5770000 4.726792212067884e-5
ss21 5770000 5780000 8.057029845533775e-5
ss21 5780000 5790000 5.340643732332098e-5
ss21 5790000 5800000 4.845888967450873e-5
ss21 5800000 5810000 5.262507146193481e-5
ss21 5810000 5820000 6.874860095388228e-5
ss21 5820000 5830000 2.424836359428909e-5
ss21 5830000 5840000 2.1215058564113217e-5
ss21 5840000 5850000 3.2292051152546176e-5
ss21 5850000 5860000 1.4909621493062774e-5
ss21 5860000 5870000 5.122314185607505e-5
ss21 5870000 5880000 4.052801573239301e-5
ss21 5880000 5890000 5.079321318010719e-5
ss21 5890000 5900000 4.7164055196112334e-5
ss21 5900000 5910000 5.8919151103490956e-5
ss21 5910000 5920000 4.0687095058908585e-5
ss21 5920000 5930000 4.554806192565167e-5
ss21 5930000 5940000 3.564371842048576e-5
ss21 5940000 5950000 2.584764200461251e-5
ss21 5950000 5960000 2.1395498596646193e-5
ss21 5960000 5970000 2.337991692637052e-5
ss21 5970000 5980000 1.4276463085941408e-5
ss21 5980000 5990000 1.0808844767166511e-5
ss21 5990000 6000000 1.9930876711961282e-5
ss21 6000000 6010000 1.8070157745109115e-5
ss21 6010000 6020000 9.775361086585739e-6
ss21 6020000 6030000 9.77320883919108e-6
ss21 6030000 6040000 2.343964823715253e-5
